Local;SousFamille;Code-equipement;Code-fils;PDR;designation;caractéristiques;Fournisseur;Fabriquant;Installateur;Marque;plans associés;Manuel;fiche maintenance;chargement
G203;4CSV01;4CSV01-118;;;Cam-Fixe-118;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L0-ECC-SD-003 Rev.Z1.dwg;;;X
G238;4CSV01;4CSV01-119;;;Cam-Fixe-119;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L0-ECC-SD-003 Rev.Z1.dwg;;;X
G321;4CSV01;4CSV01-120;;;Cam-Fixe-120;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L0-ECC-SD-003 Rev.Z1.dwg;;;X
G231;4CSV01;4CSV01-121;;;Cam-Fixe-121;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L0-ECC-SD-003 Rev.Z1.dwg;;;X
G310;4CSV01;4CSV01-122;;;Cam-Fixe-122;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L0-ECC-SD-003 Rev.Z1.dwg;;;X
G320;4CSV01;4CSV01-123;;;Cam-Fixe-123;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L0-ECC-SD-003 Rev.Z1.dwg;;;X
G302;4CSV01;4CSV01-124;;;Cam-Fixe-124;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L0-ECC-SD-003 Rev.Z1.dwg;;;X
G325;4CSV01;4CSV01-125;;;Cam-Fixe-125;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L0-ECC-SD-003 Rev.Z1.dwg;;;X
G311;4CSV01;4CSV01-126;;;Cam-Fixe-126;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L0-ECC-SD-003 Rev.Z1.dwg;;;X
G318;4CSV01;4CSV01-127;;;Cam-Fixe-127;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L0-ECC-SD-003 Rev.Z1.dwg;;;X
G449;4CSV01;4CSV01-128;;;Cam-Fixe-128;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L0-ECC-SD-003 Rev.Z1.dwg;;;X
G436;4CSV01;4CSV01-129;;;Cam-Fixe-129;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L0-ECC-SD-003 Rev.Z1.dwg;;;X
G436;4CSV01;4CSV01-130;;;Cam-Fixe-130;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L0-ECC-SD-003 Rev.Z1.dwg;;;X
G390;4CSV01;4CSV01-131;;;Cam-Fixe-131;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L0-ECC-SD-003 Rev.Z1.dwg;;;X
G413;4CSV01;4CSV01-132;;;Cam-Fixe-132;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L0-ECC-SD-003 Rev.Z1.dwg;;;X
G414;4CSV01;4CSV01-133;;;Cam-Fixe-133;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L0-ECC-SD-003 Rev.Z1.dwg;;;X
F1;4CSV01;4CSV01-134;;;Cam-Fixe-134;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F42;4CSV01;4CSV01-135;;;Cam-Fixe-135;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F7;4CSV01;4CSV01-136;;;Cam-Fixe-136;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F5;4CSV01;4CSV01-137;;;Cam-Fixe-137;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F13;4CSV01;4CSV01-138;;;Cam-Fixe-138;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F20;4CSV01;4CSV01-139;;;Cam-Fixe-139;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F31;4CSV01;4CSV01-140;;;Cam-Fixe-140;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F29;4CSV01;4CSV01-141;;;Cam-Fixe-141;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F102;4CSV01;4CSV01-142;;;Cam-Fixe-142;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F328;4CSV01;4CSV01-143;;;Cam-Fixe-143;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F319;4CSV01;4CSV01-144;;;Cam-Fixe-144;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F333;4CSV01;4CSV01-145;;;Cam-Fixe-145;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F334;4CSV01;4CSV01-146;;;Cam-Fixe-146;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F315;4CSV01;4CSV01-147;;;Cam-Fixe-147;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F344;4CSV01;4CSV01-148;;;Cam-Fixe-148;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F368;4CSV01;4CSV01-149;;;Cam-Fixe-149;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F487;4CSV01;4CSV01-150;;;Cam-Fixe-150;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F356;4CSV01;4CSV01-151;;;Cam-Fixe-151;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F72;4CSV01;4CSV01-152;;;Cam-Fixe-152;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F87;4CSV01;4CSV01-153;;;Cam-Fixe-153;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F154;4CSV01;4CSV01-154;;;Cam-Fixe-154;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F60;4CSV01;4CSV01-155;;;Cam-Fixe-155;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F83;4CSV01;4CSV01-156;;;Cam-Fixe-156;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F120;4CSV01;4CSV01-157;;;Cam-Fixe-157;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F135;4CSV01;4CSV01-158;;;Cam-Fixe-158;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F115;4CSV01;4CSV01-159;;;Cam-Fixe-159;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F115;4CSV01;4CSV01-160;;;Cam-Fixe-160;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F125;4CSV01;4CSV01-161;;;Cam-Fixe-161;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F65;4CSV01;4CSV01-162;;;Cam-Fixe-162;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F129;4CSV01;4CSV01-163;;;Cam-Fixe-163;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F296;4CSV01;4CSV01-164;;;Cam-Fixe-164;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F290;4CSV01;4CSV01-165;;;Cam-Fixe-165;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F306;4CSV01;4CSV01-166;;;Cam-Fixe-166;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F290;4CSV01;4CSV01-167;;;Cam-Fixe-167;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F298;4CSV01;4CSV01-168;;;Cam-Fixe-168;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F458;4CSV01;4CSV01-169;;;Cam-Fixe-169;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F453;4CSV01;4CSV01-170;;;Cam-Fixe-170;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F468;4CSV01;4CSV01-171;;;Cam-Fixe-171;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F445;4CSV01;4CSV01-172;;;Cam-Fixe-172;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F443;4CSV01;4CSV01-173;;;Cam-Fixe-173;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F373;4CSV01;4CSV01-174;;;Cam-Fixe-174;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F364;4CSV01;4CSV01-175;;;Cam-Fixe-175;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F213;4CSV01;4CSV01-176;;;Cam-Fixe-176;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F242;4CSV01;4CSV01-177;;;Cam-Fixe-177;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F233;4CSV01;4CSV01-178;;;Cam-Fixe-178;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F231;4CSV01;4CSV01-179;;;Cam-Fixe-179;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F235;4CSV01;4CSV01-180;;;Cam-Fixe-180;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F187;4CSV01;4CSV01-181;;;Cam-Fixe-181;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F193;4CSV01;4CSV01-182;;;Cam-Fixe-182;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F203;4CSV01;4CSV01-183;;;Cam-Fixe-183;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F204;4CSV01;4CSV01-184;;;Cam-Fixe-184;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F208;4CSV01;4CSV01-185;;;Cam-Fixe-185;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F213;4CSV01;4CSV01-186;;;Cam-Fixe-186;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F273;4CSV01;4CSV01-187;;;Cam-Fixe-187;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F278;4CSV01;4CSV01-188;;;Cam-Fixe-188;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F264;4CSV01;4CSV01-189;;;Cam-Fixe-189;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F262;4CSV01;4CSV01-190;;;Cam-Fixe-190;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F255;4CSV01;4CSV01-191;;;Cam-Fixe-191;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F269;4CSV01;4CSV01-192;;;Cam-Fixe-192;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F269;4CSV01;4CSV01-193;;;Cam-Fixe-193;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F413;4CSV01;4CSV01-194;;;Cam-Fixe-194;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F442;4CSV01;4CSV01-195;;;Cam-Fixe-195;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F429;4CSV01;4CSV01-196;;;Cam-Fixe-196;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F393;4CSV01;4CSV01-197;;;Cam-Fixe-197;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F150;4CSV01;4CSV01-198;;;Cam-Fixe-198;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F149;4CSV01;4CSV01-199;;;Cam-Fixe-199;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
F444;4CSV01;4CSV01-200;;;Cam-Fixe-200;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-004 Rev.Z1.dwg;;;X
S01;4CSV01;4CSV01-201;;;Cam-Fixe-201;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
S12;4CSV01;4CSV01-202;;;Cam-Fixe-202;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
S334;4CSV01;4CSV01-203;;;Cam-Fixe-203;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
S57;4CSV01;4CSV01-204;;;Cam-Fixe-204;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
S58;4CSV01;4CSV01-205;;;Cam-Fixe-205;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
S145;4CSV01;4CSV01-206;;;Cam-Fixe-206;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
S147;4CSV01;4CSV01-207;;;Cam-Fixe-207;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
S335;4CSV01;4CSV01-208;;;Cam-Fixe-208;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
S336;4CSV01;4CSV01-209;;;Cam-Fixe-209;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
S153;4CSV01;4CSV01-210;;;Cam-Fixe-210;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
S154;4CSV01;4CSV01-211;;;Cam-Fixe-211;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
S212;4CSV01;4CSV01-212;;;Cam-Fixe-212;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
S196;4CSV01;4CSV01-213;;;Cam-Fixe-213;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
S331;4CSV01;4CSV01-214;;;Cam-Fixe-214;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
S370;4CSV01;4CSV01-215;;;Cam-Fixe-215;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
S102;4CSV01;4CSV01-216;;;Cam-Fixe-216;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
S355;4CSV01;4CSV01-217;;;Cam-Fixe-217;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
S128;4CSV01;4CSV01-218;;;Cam-Fixe-218;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
S134;4CSV01;4CSV01-219;;;Cam-Fixe-219;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
S130;4CSV01;4CSV01-220;;;Cam-Fixe-220;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
S328;4CSV01;4CSV01-221;;;Cam-Fixe-221;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
S337;4CSV01;4CSV01-222;;;Cam-Fixe-222;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
S338;4CSV01;4CSV01-223;;;Cam-Fixe-223;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
S349;4CSV01;4CSV01-224;;;Cam-Fixe-224;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
S340;4CSV01;4CSV01-225;;;Cam-Fixe-225;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
S115;4CSV01;4CSV01-226;;;Cam-Fixe-226;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
S268;4CSV01;4CSV01-227;;;Cam-Fixe-227;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
S268;4CSV01;4CSV01-228;;;Cam-Fixe-228;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
S268;4CSV01;4CSV01-229;;;Cam-Fixe-229;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
S341;4CSV01;4CSV01-230;;;Cam-Fixe-230;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
S253;4CSV01;4CSV01-231;;;Cam-Fixe-231;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
S75;4CSV01;4CSV01-232;;;Cam-Fixe-232;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
S113;4CSV01;4CSV01-233;;;Cam-Fixe-233;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
S342;4CSV01;4CSV01-234;;;Cam-Fixe-234;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
S343;4CSV01;4CSV01-235;;;Cam-Fixe-235;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
S344;4CSV01;4CSV01-236;;;Cam-Fixe-236;Fixed Dome, 24 V, 720p;OPTIMIZA;HONEYWELL;OPTIMIZA;HONEYWELL;1072-OPT-L1-ECC-SD-005 Rev.Z1.dwg;;;X
