Local;SousFamille;Code-equipement;Code-fils;PDR;designation;caractéristiques;Fournisseur;Fabriquant;Installateur;Marque;plans associés;Manuel;fiche maintenance;chargement
F096;3CTA01;3CTA01-25;3CTA01-25-07;;L01-VAV-D-F096/S-B;;;;;;;;;1
F110;3CTA01;3CTA01-25;3CTA01-25-08;;L01-VAV-A-F110/S-B;;;;;;;;;1
F094;3CTA01;3CTA01-25;3CTA01-25-09;;L01-VAV-D-F094/S;;;;;;;;;1
F092;3CTA01;3CTA01-25;3CTA01-25-10;;L01-VAV-A-F092/S;;;;;;;;;1
F112;3CTA01;3CTA01-25;3CTA01-25-11;;L01-VAV-A-F112/S;;;;;;;;;1
F115;3CTA01;3CTA01-25;3CTA01-25-12;;L01-VAV-D-F115/S;;;;;;;;;1
F119;3CTA01;3CTA01-25;3CTA01-25-13;;L01-VAV-A-F119/S-B;;;;;;;;;1
F125;3CTA01;3CTA01-25;3CTA01-25-14;;L01-VAV-A-F125/S;;;;;;;;;1
S330;3CTA01;3CTA01-26;3CTA01-26-00;;AHU-R-ICU2;;;;;;;;;1
F072;3CTA01;3CTA01-26;3CTA01-26-01;;L01-VAV-G-F072/S-B;;;;;;;;;1
F073;3CTA01;3CTA01-26;3CTA01-26-02;;L01-VAV-C-F073/S-B;;;;;;;;;1
F113;3CTA01;3CTA01-26;3CTA01-26-03;;L01-VAV-A-F113/S-B;;;;;;;;;1
F074;3CTA01;3CTA01-26;3CTA01-26-04;;L01-VAV-C-F074/S-B;;;;;;;;;1
F075;3CTA01;3CTA01-26;3CTA01-26-05;;L01-VAV-C-F075/S-B;;;;;;;;;1
F076;3CTA01;3CTA01-26;3CTA01-26-06;;L01-VAV-C-F076/S-B;;;;;;;;;1
F077;3CTA01;3CTA01-26;3CTA01-26-07;;L01-VAV-C-F077/S-B;;;;;;;;;1
F079;3CTA01;3CTA01-26;3CTA01-26-08;;L01-VAV-B-F079/S;;;;;;;;;1
F079;3CTA01;3CTA01-26;3CTA01-26-09;;L01-VAV-C-F079/S-B;;;;;;;;;1
F086;3CTA01;3CTA01-26;3CTA01-26-10;;L01-VAV-C-F086/S-B;;;;;;;;;1
F085;3CTA01;3CTA01-26;3CTA01-26-11;;L01-VAV-C-F085/S-B;;;;;;;;;1
F078;3CTA01;3CTA01-26;3CTA01-26-12;;L01-VAV-C-F078/S-B;;;;;;;;;1
F156;3CTA01;3CTA01-26;3CTA01-26-13;;L01-VAV-D-F156/S-B;;;;;;;;;1
S329;3CTA01;3CTA01-27;3CTA01-27-00;;AHU-R-OPT1;;;;;;;;;1
S329;3CTA01;3CTA01-28;3CTA01-28-00;;AHU-R-OPT2;;;;;;;;;1
S329;3CTA01;3CTA01-29;3CTA01-29-00;;AHU-R-OPT3;;;;;;;;;1
S329;3CTA01;3CTA01-30;3CTA01-30-00;;AHU-R-OPT4;;;;;;;;;1
S329;3CTA01;3CTA01-31;3CTA01-31-00;;AHU-R-OPT5;;;;;;;;;1
S329;3CTA01;3CTA01-32;3CTA01-32-00;;AHU-R-OPT6;;;;;;;;;1
S329;3CTA01;3CTA01-33;3CTA01-33-00;;AHU-R-OPT7;;;;;;;;;1
S329;3CTA01;3CTA01-34;3CTA01-34-00;;AHU-R-OPTO;;;;;;;;;1
S329;3CTA01;3CTA01-35;3CTA01-35-00;;AHU-R-OAU2;;;;;;;;;1
S329;3CTA01;3CTA01-36;3CTA01-36-00;;AHU-R-OPA;;;;;;;;;1
S329;3CTA01;3CTA01-37;3CTA01-37-00;;AHU-R-REC;;;;;;;;;1
S329;3CTA01;3CTA01-38;3CTA01-38-00;;AHU-R-NEO;;;;;;;;;1
S329;3CTA01;3CTA01-39;3CTA01-39-00;;AHU-R-DEL;;;;;;;;;1
S329;3CTA01;3CTA01-40;3CTA01-40-00;;AHU-R-BUR;;;;;;;;;1
S329;3CTA01;3CTA01-41;3CTA01-41-00;;AHU-R-ISO7;;;;;;;;;1
S329;3CTA01;3CTA01-42;3CTA01-42-00;;AHU-R-ISO8;;;;;;;;;1
R007;3CTA01;3CTA01-43;3CTA01-43-00;;AHU-R-BED1;Dim=6590*3350*250;;;;;;;;1
R008;3CTA01;3CTA01-44;3CTA01-44-00;;AHU-R-BED2;Dim=6090*3050*250;;;;;;;;1
R009;3CTA01;3CTA01-45;3CTA01-45-00;;AHU-R-BED3;Dim=6590*3350*250;;;;;;;;1
R009;3CTA01;3CTA01-46;3CTA01-46-00;;AHU-R-OAU1;Dim=4860*1950*250;;;;;;;;1
