Local;SousFamille;Code-equipement;Code-fils;PDR;designation;caractéristiques;Fournisseur;Fabriquant;Installateur;Marque;plans associés;Manuel;fiche maintenance;chargement
B192;4CSV04;4CSV04-01;;;NVR-01;;;;;;;;;1
B192;4CSV04;4CSV04-02;;;NVR-02;;;;;;;;;1
B192;4CSV04;4CSV04-03;;;NVR-03;;;;;;;;;1
B192;4CSV04;4CSV04-04;;;NVR-04;;;;;;;;;1
B192;4CSV04;4CSV04-05;;;NVR-05;;;;;;;;;1
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
